epoch,step,train_loss_step
0,85,287.1496276855469
0,86,279.6759948730469
0,87,272.70343017578125
0,88,258.7678527832031
0,89,282.5173645019531
0,90,332.35687255859375
0,91,283.85986328125
0,92,264.70355224609375
0,93,336.2182922363281
0,94,252.2870635986328
0,95,310.999267578125
0,96,264.3808288574219
0,97,349.7213439941406
0,98,274.890869140625
0,99,233.11117553710938
0,100,320.42626953125
0,101,269.2015380859375
0,102,299.627197265625
0,103,261.84619140625
0,104,318.19195556640625
0,105,264.8536682128906
0,106,288.3004455566406
0,107,284.2164001464844
0,108,250.61029052734375
0,109,322.176025390625
0,110,305.57318115234375
0,111,259.57781982421875
0,112,265.0767517089844
0,113,247.74192810058594
0,114,249.9615478515625
0,115,252.20571899414062
0,116,235.5391082763672
0,117,237.86898803710938
0,118,286.6809997558594
0,119,326.5829162597656
0,120,282.2986755371094
0,121,264.130615234375
0,122,238.15011596679688
0,123,268.95086669921875
0,124,291.90020751953125
0,125,208.6663818359375
0,126,333.406982421875
0,127,250.9667510986328
0,128,250.86270141601562
0,129,311.5367126464844
0,130,246.42529296875
0,131,260.4989929199219
0,132,284.9354553222656
0,133,301.6739807128906
0,134,259.8685302734375
0,135,268.4808654785156
0,136,218.92874145507812
0,137,266.36541748046875
0,138,217.8501739501953
0,139,254.76983642578125
0,140,256.6943664550781
0,141,336.134521484375
0,142,293.8588562011719
0,143,264.266357421875
0,144,227.2506561279297
0,145,276.1741943359375
0,146,265.1394958496094
0,147,216.0117950439453
0,148,258.1941833496094
0,149,217.40492248535156
0,150,241.0323028564453
0,151,290.68292236328125
0,152,237.01788330078125
0,153,275.9707946777344
0,154,276.9213562011719
0,155,227.32736206054688
0,156,244.96343994140625
0,157,241.5437774658203
0,158,263.53631591796875
0,159,277.8426818847656
0,160,272.0796203613281
0,161,238.9434051513672
0,162,242.67446899414062
0,163,291.05169677734375
0,164,300.9223327636719
0,165,257.3995666503906
0,166,265.0532531738281
0,167,207.18930053710938
0,168,236.42437744140625
0,169,248.86660766601562
0,170,295.435546875
0,171,232.51048278808594
0,172,278.34246826171875
0,173,209.720703125
0,174,262.1410827636719
0,175,237.55612182617188
0,176,271.9299621582031
0,177,220.45774841308594
0,178,239.8898468017578
0,179,235.65029907226562
0,180,288.6233825683594
0,181,247.2036590576172
0,182,252.80455017089844
0,183,229.70980834960938
0,184,289.463623046875
0,185,203.0067138671875
0,186,251.03048706054688
0,187,247.8929901123047
0,188,324.87811279296875
0,189,296.0010070800781
0,190,233.5262908935547
0,191,273.6982727050781
0,192,217.07647705078125
0,193,239.41641235351562
0,194,272.4777526855469
0,195,225.7643585205078
0,196,241.2584991455078
0,197,185.58767700195312
0,198,197.00628662109375
0,199,241.31112670898438
0,200,265.815185546875
0,201,248.4663848876953
0,202,234.46717834472656
0,203,300.1005859375
0,204,208.76075744628906
0,205,226.41326904296875
0,206,272.076416015625
0,207,244.1438446044922
0,208,272.7425231933594
0,209,273.6621398925781
0,210,318.9562072753906
0,211,212.37350463867188
0,212,200.2592010498047
0,213,312.6675720214844
0,214,231.44119262695312
0,215,219.4728240966797
0,216,263.9239501953125
0,217,209.81475830078125
0,218,202.93243408203125
0,219,284.96563720703125
0,220,235.19874572753906
0,221,259.3505859375
0,222,289.2942199707031
0,223,286.8824462890625
0,224,231.6636962890625
0,225,274.0413513183594
0,226,275.2049560546875
0,227,217.59857177734375
0,228,255.53109741210938
0,229,248.29576110839844
0,230,252.63140869140625
0,231,251.02439880371094
0,232,228.71739196777344
0,233,235.466552734375
0,234,223.63888549804688
0,235,204.34292602539062
0,236,273.95721435546875
0,237,241.23220825195312
0,238,215.0073699951172
0,239,252.65826416015625
0,240,237.27806091308594
0,241,263.1857604980469
0,242,182.64366149902344
0,243,251.90187072753906
0,244,324.7629699707031
0,245,215.7439727783203
0,246,205.8203887939453
0,247,248.7035369873047
0,248,252.67144775390625
0,249,330.91107177734375
0,250,231.08326721191406
0,251,229.62351989746094
0,252,279.4918518066406
0,253,248.38833618164062
0,254,238.2687530517578
0,255,222.08543395996094
0,256,219.26222229003906
0,257,275.06683349609375
0,258,257.88873291015625
0,259,256.4353332519531
0,260,251.44346618652344
0,261,251.53848266601562
0,262,253.82754516601562
0,263,248.36688232421875
0,264,227.7196807861328
0,265,234.45773315429688
0,266,225.93014526367188
0,267,270.9426574707031
0,268,247.9752960205078
0,269,232.021240234375
0,270,204.55752563476562
0,271,207.5441436767578
0,272,206.586181640625
0,273,209.3054656982422
0,274,228.6116943359375
0,275,229.10317993164062
0,276,266.1063537597656
0,277,231.32794189453125
0,278,249.84231567382812
0,279,246.000244140625
0,280,197.7965087890625
0,281,213.8723602294922
0,282,215.73751831054688
0,283,204.23399353027344
